ID,Comentario de Cliente,temática
8575,Buenos dias consulta saben fecha donde los productos estaran a 1000 pesos,"
Precios de productos."
8576,Lider año canino será porque no pasan dos meses y se va,"
Descontento con el servicio de Wallmart."
8579,"Pésimo servicio. Atención de cajas lenta, letrero de caja preferencial no se aprecia con facilidad, no funcionan cajas de autoservicio, no hay carros, mucho rato con las cosas en las manos esperando pagar. Más encima, librodigitalchile para poner reclamos no funciona. Todo mal","
Mala atención al cliente en Wallmart."
8581,"Marcela Cerpa, así es Amiga, muy, demasiado caro!, menos mal que ya no como carne 😅","

El precio de la carne en Wallmart."
8583,"Hola!! Aun estoy esperando la respuesta de mi cocina, no me llega y no me entregan mi dinero, cuanto más tendré que esperar por culpa de la caída de su página?","

Reclamo por retraso en el servicio de Wallmart."
8589,"Cuando van a dejar de vender carne podrida? @monterocr hoy por@la mañana compramos carne envasada en el@líder de piedra roja y viene podrida con fecha de vencimiento 19 de septiembre,,, @lider_cl deberían ser responsables y no hacerme responsable de ir a hacer el cambio yo","

Mala calidad de productos en Líder."
8590,"Será que si hablo con Walmy... @lider_cl ,devolverá  el dinero de compra que nunca llegó ??? Ya que por ningún otro medio he obtenido solución???!","
Devolución de dinero por compra que nunca llegó."
8593,Cristina Ojeda pedido  3017522119Malla de tomates podridos,"

Calidad de los productos de Wallmart."
8594,Estimados... aún no devuelven mi dinero pendiente del año 2021. Hace como 2 semanas me devolvieron sólo lo correspondiente al despacho. Envie correo pero no respondieron.,"
Devolución de dinero pendiente."
8595,"Respondan y paguen lo que deben, hace 2 meses espero que me reembolsen un pedido que anule porque despacharon a una dirección errónea, me cansé de que me dijeran está en gestión vamos a darle prioridad , fui a sernac , se comprometieron a devolver el dinero en 5 días hábiles y a la fecha cuando han pasado casi 15 aún sigo esperando, sin vergüenzas!","

Reembolso de un pedido anulado por dirección errónea."
8597,"Buenos días ,estoy tratando de contactarlos por whatssap por una devolución del 4 de agosto que me dijieron que una semana se demoraba la devolución de mi dinero a mi cuenta rut y aún a la fecha no llega ,quedaron en contactarme y no hablan por whatssap estoy súper molesta porque no responden los requerimientos,ahora compro por faZZIL la de tottus ya que ustedes no se ponen las pilas y obvio que no daré por perdido mi dinero ,esperando pronta solución les dejo aquí por interno el número de orden y mi rut","
Devolución de dinero."
8601,Ana estafa aun sigo esperando la devolucion de dinero por un mueble en mal estado mas de un mes..... y nadie responde son un fiasco,"

Reclamo por un producto defectuoso."
8603,"Hola, la app del líder está mala ??? Todo el día tratando de comprar y no puedo","
Experiencia de usuario con la aplicación de Walmart."
8611,"Yo ayer estaba en el  #Líder de Viña centro cuando pusieron las ofertas , pero personal del local rodearon las chaquetas , asegurándose y dejando puras sobras y algo  talla xs .","
Mal servicio al cliente."
8615,Oye la página mala de @LIDERcl !Pensé en comprar por ahí pero se cae todo el rato y leeeeenta!,"

Experiencia de usuario con la página web de Lider."
8616,Buenas noches quiero hacer una denuncia Compre 4 tarros perdí la boleta MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE Ahí esta la comparación Robinson Crusoe en agua y al interior hay aceite y todo molido y olor a acido,"

Queja de un producto dañado."
8616,Buenas noches quiero hacer una denuncia Compre 4 tarros perdí la boleta MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE Ahí esta la comparación Robinson Crusoe en agua y al interior hay aceite y todo molido y olor a acido,"
Denuncia de un producto defectuoso."
8617,Favor necesito ayuda. Aún no recibo mi pedido del día de ayer,"
Reclamo de pedido."
8621,Pesimo lider NO ME QUIEREN DEVOLVER MI DINERO Y NO ME ENTREGAN MI BOLETA ya hice la denuncia correspondiente a SERNAC,"

Reclamo por mal servicio de devolución de dinero."
8630,@LIDERcl @SERNAC es increíble estar esperando el pedido del súper el 18/07/2922 entre las 15 y 17 hrs. Y recién tener respuesta a las 19:24 que el pedido no llegará. A las 17:30 comencé a preguntar y nadie contestó... Recién a las 18:57 averiguaran que pasa 19:24 no llegarán🤦 https://t.co/jgWMeIE0m5,"

La falta de respuesta por parte de Wallmart a un pedido realizado."
8631,@LIDERcl Discrepo pq desde el mismo supermercado frente a las bebidas intente comprar x internet y decia sin stock.,"
Falta de stock en Wallmart."
8637,"@LIDERcl Que pasa con los mails que llegan ofreciendo despacho gratis sobre $30.000 , hago compra a través de la ap… https://t.co/o8D5putK75","
Oferta de despacho gratis de compras superiores a $30.000 en Wallmart."
8641,"@LIDERcl hasta cuando dura la promo de las TV Polaroid a 60% de descuento, leí en un correo que hasta el 7 de agosto o agotar stock… lo pueden confirmar??","
Promoción de descuento en televisores Polaroid."
8651,Yo participe en un concurso pero no pasa nada y gane,"
Participación en un concurso sin resultados."
8664,@LIDERcl compre en cibermonday del 31 de mayo mi producto no llego por falta de stock... Aun no me devuelven el dinero ni mucho menos enviar el producto @SERNAC me siento ESTAFADA!! @LIDERcl compre en cibermonday del 31 de mayo mi producto no llego por falta de stock... Aun no me devuelven el dinero ni mucho menos enviar el producto @SERNAC,"

Estafa por falta de stock en el Cyber Monday de Lider."
8668,No hay stock cuek,"
Falta de stock en Wallmart."
8670,@S_bravo @LIDERcl El lider siendo el lider.. eso perdió  cadena de frio varias veces dentro del supermercado.. Ya po lider empiecen a controlar bien los productos y du cadena de frio..hasta embutidos podridos salen a venta,"
Calidad de los productos en LIDER."
8671,Veronica Acuña Neira yo igual todavía estoy esperando 1 caminadora elíptica lo compre mayo y todavía no me. Dan respuesta estos sinvergüenzas eh llamado y me dicen q espere para la. Devolución de la plata y no me. Dan ninguna respuesta y siendo q cuando no hay stock sale pero a mi igual me. Dijeron q estaba agotado y todavía esperando Lider chantas,"
Reclamo por falta de respuesta por parte de Walmart."
8676,"NO DAN LOS PUNTOS  y es super mala la aplicación    no permite ni poner la  clave que está correcta  para recuperar  dice que no tienen datos  del mail , al  tratar de crear otro usuario   dice que el mail ya está  registrado  UN CHISTE","
Mala experiencia con la aplicación de Wallmart."
8679,Devuelvan la plataaaa!!!!!! Un mes esperando Devuelvan la plataaaa!!!!!! Un mes esperando la devolución!!!! Devuelvan la plataaaa!!!!!! Un mes esperando la devolución!!!! @caprichosas.store y tampoco devuelven la plata!!!!,"

Reclamo por devolución de dinero."
8679,Devuelvan la plataaaa!!!!!! Un mes esperando Devuelvan la plataaaa!!!!!! Un mes esperando la devolución!!!! Devuelvan la plataaaa!!!!!! Un mes esperando la devolución!!!! @caprichosas.store y tampoco devuelven la plata!!!!,"
Devolución de dinero por parte de Wallmart y Caprichosas Store."
8680,Online hice una compra de un comedor El año pasado No me llegó el vidrio y ya puse varias veces el reclamo y está es la hora de que no me han dado solución,"
Reclamo por una compra no entregada."
8682,@LIDERcl  llevo casi dos meses esperando la devolución de mi dinero y apesar de todas mis incistencias y miles de llamadas aún no me dan una solución o siquiera una respuesta concreta 😡 tienen una pesima atención al cliente y para que decir resolutividad 🤬,"
Atención al cliente."
8686,"Día 30 que no me llega mi producto ni mi devolución de dinero, unos verdaderos LADRONES. Necesito respuesta ahora! Creo que ya fui muy paciente! @LIDERcl @SERNAC","

La falta de respuesta por parte de Wallmart sobre un producto y devolución de dinero."
8687,"Llevo más de 6 días reclamado y no pasa nada Son estafadores,  da angustia estar pendiente de ustedes Necesito mis puntos , con quien tengo que hablar para que esto se concrete No quiero pasar al sernac","
Reclamo de puntos por compra realizada en Wallmart."
8688,"Pésima experiencia con el supermercado, los pedidos que realizas por internet nunca llegan y jamás se hacen responsables, he comprado en tres ocasiones pensando que las veces anteriores eran casos fortuitos, pero no, es costumbre del supermercado no responder con los productos.","
Experiencia negativa con Wallmart."
8693,"Les compramos Mantequillas marca Líder en el nuevo local de 5 que se compraron 3 unidades con Hongos ,Mal muy mal","

Calidad del producto de Wallmart."
8694,Yo fui a comprar al líder de central en Maipú y tenían ropa de niños a 1000 pesos pero las mismas trabajadoras tenían carros llenos para comprar ellas y se llevaron todo pero literalmente todo lo bueno dejaron puras tonteras,"

Mala experiencia de compra."
8695,"@LIDERcl pésimo servicio, llevo casi dos semanas esperando respuesta de un pedido que no llegó y aún no nadie se contacta por ningún medio,puros calmantes que se van a comunicar,que llegara un correo y bla bla bla.... Cómo una empresa tan grande no va a tener personal a cargo","
Mala experiencia con el servicio al cliente de Wallmart."
8696,"Hola buenos días, Hot si alguien se contactará por el pedido que realice el día martes y aun no me llega y nadie se hace cargo?","

Retraso de pedido."
8698,Para cuándo vuelven los productos a 1000???,"
Disponibilidad de productos."
8700,"@lord_shamelo @LIDERcl jajaja, la albahaca en invierno no tiene ni olor a albahaca...Hay q ser bien especial para reclamar porque no haya en stock. El sistema es mas inteligente y si le ofrece acelga es porque tampoco tiene olor a albahaca.. jajajaEn vez de enojarme, no le encuento falla a la logica.","

El sistema de stock de Wallmart."
8701,"Hice un pedido y todavía no llega,  ni correo me mandaron,  tampoco ninguna orden de compra ni factura,  quiero mi dinero de vuelta,  ladrones estafadores","
Reclamo por retraso en el envío de un pedido."
8710,Aún no llega mi pedido Compré antes de ayer Mi Rut es 26.126.554-0,"
Demora en el envío de un pedido realizado."
8712,Líder todavía estoy esperando la devolución de dinero,"
Devolución de dinero."
8719,Hola Alguien que pueda resolver consultas sobre puntos acumulados? Gracias,"
Consultas sobre puntos acumulados."
8721,@LIDERcl Se quedaron sin stock de iPhone 12 Pro?,"
Disponibilidad de productos."
8723,Por favor ultimmente he tenido demasiados problemas 10401125kIvonne Robles Entre 15:00/17:00Ya me llamaron pedido listo más aún no llega,"
Problemas con el pedido de un cliente de Wallmart."
8731,Buenas tarde estoy muy enojada el día hice una compra de dos poleron ngx que tenían fecha de entrega el día 22  de agosto sin embargo llego uno solo el día viernes 19 y llame a líder y me dijieron el otro debía llegar elDía 22 sin embargo no llego llame ahora me dice que laEmpresa de trasporte entregó los productos siento que no ha sido así Necesito una solución pague 49990 porAmbos producto y solo llego uno MEDIA_MESSAGE MeDijieron un ejecutivo iba llamar aún no hay respuesta,"
Insatisfacción por entrega incompleta de productos."
8733,No me llega todavía mi pedido Desde cuando lo compré Desde el día martes,"

Demora en la entrega de un pedido."
8743,"Hola. Realicé una compra en lider.cl, por whatsapp confirmaron que el pedido estaba listo, pero nunca llegó. La atención telefónica es muy deficiente, por lo tanto, hasta ahora no se ha gestionado la devolución del dinero.","
Reclamo por falta de entrega de producto y mala atención al cliente."
8744,Yo quiero saber...cuando pondrán la oferta de los productos a luca?,"
Ofertas de productos en Walmart."
8747,Si ahí.productos agotados es pork la gente que trabaja en los locales saben primero de las ofertas y ellos compran primero por eso la gente nunca alcanza acomprar,"

Falta de productos en Wallmart."
8751,"♻️Cómo reutilizar bolsas de papel ♻️🛍Siempre pido al súper lider_cl y me lleno de éstas bolsas, así que comencé a reutilizarlas para ordenar y mantener mi refri.♻️Así trato de darles un segundo uso y lo mejor de todo es fácil y gratis! 🍓🍋🍊🍅Al guardar las frutas y verduras en el cajón generan humedad y hongos. El papel absorbe la humedad que estás generan alargando la vida de éstos.🗃Todo queda ordenado! 🙋🏻‍♀️Tienes algún otro truco de mamá en la cocina?#vidademama #crianzaecológica #reutilizar #reusar #bolsasdepapel #tipsdemamá #tipsdecocina #criarconsentidocomún","
Crianza ecológica y reutilización de bolsas de papel para mantener ordenado el refrigerador."
8770,"@LIDERcl ya, pero si busco el producto, sin ingresar con mis datos, aparece con stock y el precio, meto mis datos y me aparece que no hay stock... cómo funciona eso? @jsavargas @LIDERcl el jumbo es pal rechazo xD","

La disponibilidad de productos en la tienda LIDER."
8777,Felicitaciones  Líder Cuando tendremos los productos  a mil,"
Disponibilidad de productos."
8783,"Hola buenas tardes, hice una compra de empanaditas de cóctel en líder temuco, y al momento de querer consumirlas me he dado cuenta de que tienen hongos!!!! MEDIA_MESSAGE MEDIA_MESSAGE","
Calidad de los productos de Wallmart."
8786,Hola Los locales que abre  el domingo a que hora cerraran?,"
Horario de apertura y cierre de Wallmart."
8787,"Hace un buen tiempo ya que, Lider se esta poniendo caro.","
Aumento de precios en el supermercado Lider."
8788,🙌 ¡Hola! Para cuando todo a mil lo necesitamos 🙏,"
Agradecimiento por los productos de Wallmart."
8789,"Hola, soy de argentina, quiero ir a comprar el fin de semana a chile. Pero no puedo acceder a su página web! Que puedo hacer ?","
Acceso a la página web de Walmart."
8795,La App no deja comprar!!!! Tiene horas dando error,"
Problemas para comprar a través de la App de Wallmart."
8796,Sinvergüenzas ! Se realizó una compra online y nunca llegó el pedido.  Nadie responde 😡. Tuvimos que hacer compra presencial con dinero destinado a otras cosas.,"
Mala experiencia con el servicio de compra online de Wallmart."
8804,"Pésimo servicio!!! Compra no entrega, por que no la quieren entregar","
Mala atención al cliente."
8811,Si eso que esta congelado los precios es mentira la gente quiere  todo a $1000 hace tiempo dicen que ay que estar atentos a la página pero aun no pasa nada,"
Precios congelados en Wallmart."
8813,"@LIDERcl gracias por arruinar la cena de anoche, compré carne en la sucursal del Rosal en Maipú y al momento de abrir la bolsa venía con olor a podrido.","
Calidad de los productos."
8819,Y cuando producto a luca,"
Incomprendido/No entendido."
8824,@barjamecerda tiene que comunicarse con soporte para hacer el reclamo e insistir y te lo reembolsaran. Yo reclamé por una parte de mi compra que no llego  y me lo despacharon doble a los días!,"
Reclamo de producto no recibido."
8832,"@LIDERcl quiero realizar una compra de un alimento de perros de más de 30mil, la página indica que el despacho es gratis hasta el 8 de septiembre por 30mil y me cobran el despacho. Que onda?","
Compra y despacho de productos en Líder."
8836,Penca sin sabor,"
Calidad del producto."
8840,"Y el mil productos a mil, cuándo?","
Promociones de precios."
8847,Ponen artículos que no tienen en stock,"
Calidad del servicio de Wallmart."
8850,"Primera y última a vez que compro un producto con retiro en tienda. Desorganización total, no cumplimiento de las fechas, atención lenta, etc.","
Mala experiencia de compra en Wallmart."
8854,Hola buenas A que hora cierran los Lider hoy 11 de sept?,"
Horario de cierre de una tienda."
8861,"@LIDERcl @WallmartWalmart @SERNAC Ayer realicé compra en Líder xpress Benavente en Puerto Montt. Me encuentro con 4 yogurt vencidos desde el 20 de Agosto. Fui a hacer reclamo y me dieron un libro de carnicería pues el código qr no funcionaba. Como saben q no les pasa nada, ni https://t.co/9ABP5l7UaB","
Reclamo por producto vencido en Líder Xpress Benavente de Puerto Montt."
8862,Para cuando hay promoción de lujo nos hace falta más que nunca pir favor🙏 Necesitamos la promoción de LUCA para cuando por favor 🙌 Necesitamos promoción de 1.000 🙏,"
Solicitud de promoción de LUCA."
8862,Para cuando hay promoción de lujo nos hace falta más que nunca pir favor🙏 Necesitamos la promoción de LUCA para cuando por favor 🙌 Necesitamos promoción de 1.000 🙏,"
Solicitud de promoción de lujo."
8865,"@LIDERcl Estoy muy molesta ya que hice un pedido ayer jueves para despacho para hoy viernes y nunca llego a mi poder. Que falta de respeto para uno como clienta, espero que si llega llegue completo porque últimamente siempre faltan cosas que uno y apago, 😡😡😡","
Falta de respeto por parte de Lider por no cumplir con los tiempos de entrega prometidos."
8867,"¡Buenas Tardes! hoy lamentablemente nuevamente en el Lider Avda. Pajaritos 4500 de Maipú, fui testigo de otra nueva falta de empatía. La caja Preferencial para adultos mayores, embarazadas,etc. No estaba funcionando y el Lider estaba lleno, con filas muy grandes, donde los adultos mayores debían esperar más de 40min para pasar por otra caja. Me acerque a Servicio al Cliente y la respuesta de la funcionaria fue que No había más cajeros para cubrir esa Caja Preferencial, le pide amablemente que informara para buscar una solución para esos adultos mayores que eran muchos y seguían en las filas. Después me acerque a una Supervisora de cajas a explicarle mi preocupación y su respuesta fue que se había dañado el scaner de la caja Preferencial y la solución era que los Adultos mayores se acercarán a otras cajas o si las personas permitían las hicieran pasar, cosa que sabemos que NO se da, nuestra sociedad está muy Deshumanizada para dar prioridad a nuestros adultos mayores en especial.","
Falta de empatía hacia los adultos mayores y deshumanización de la sociedad."
8870,Aún no llega mi pedido!! Son realmente inoperantes,"

Inoperancia de Wallmart."
8877,Cuando llega mi pedido Llamaron que vendrían y aun no pasa nada,"

Calidad del servicio de entrega de Wallmart."
8880,El 5 de agosto hice una compra por lider app para el día siguiente que jamás llegó. Pedí que me devolvieran la plata y me dieron un plazo de 7 días hábiles. Esperé paciente incluso más de la fecha determinada y no pasó nada. Desde el Instagram me respondió un mensaje automatizado ridículo que le sacaría pantallazo de lo absurdo que es. Llamé y resulta que mi pedido seguía activo y jamás mandaron ninguna solicitud para devolver la plata. Llevo 3 días llamando y me responden,"
Devolución de dinero por un pedido no recibido."
8883,Compre en @LIDERcl  rancagua venden cosas vencidas de @PFAlimentos de muchos dias ..alguna solución?? Si se la hubiese dado a mi familia?? Quien responde? Tengo boleta de respaldo @capocele https://t.co/KS9WlA7Ucx,"

Quejas sobre productos vencidos."
8886,Cada vez que voy!  reclamo por lo mismo.. y jamás pasé a ser más que la vieja loca que reclama Sabes... esto es una irresponsabilidad y humillación enorme ejercida por la empresa y los trabajadores en contra de toda la clientela. Es DISCRIMINACIÓN con todas sus letras,"
Discriminación."
8888,Usted podría preguntar al líder de hualpen si tiene otro color Yo necesito dos coches de esos El de niña está bien el color Me falta el de niño No puedo comprar el otro que esta en la página que es morado,"
Solicitud de color de un producto."
8888,Usted podría preguntar al líder de hualpen si tiene otro color Yo necesito dos coches de esos El de niña está bien el color Me falta el de niño No puedo comprar el otro que esta en la página que es morado,"
Solicitud de producto en otro color."
8890,@LIDERcl Estimados en su sucursal de Merced están vendiendo estas empanadas con HONGOS !! DONDE ESTÁ LA TECNÓLOGA/O? UNO QUIERE TOMAR ONCE Y SE ENCUENTRA CON ESTO… #Alerta #AprueboXAmor #AprueboConEsperanza #AprueboNuevaConstitucion #ApruebaSeraHermoso https://t.co/vb9TzX5bp2,"

Alerta sobre la venta de empanadas con hongos en la sucursal de LIDER en Merced."
8891,Ambar Garcia da lo mismo no cumplen. Compré el 20 e julio y aún no llega mi pedido,"

Retraso en el envío de un pedido."
8896,Y los mil productos a Luca cuando???,"

Solicitud de productos en Wallmart."
8897,"Hola, compré empanadas de cóctel have dos días con fecha de vencimiento 15/09 y cuando las fui a calentar estaban con pelitos blancos y pintas verdes, hongos. @lider_cl","

Calidad de los productos de Wallmart."
8899,Bueb día Llevo 4 días y mi pedido no ha llegado 51007782750,"
Demora en el envío de un pedido."
8899,Bueb día Llevo 4 días y mi pedido no ha llegado 51007782750,"
Demora en la entrega de un pedido."
8901,Desde la media noche de este lunes he tratado de comprar!! Son mas de las 3:30 de la madrugada y no deja ! 😡😡 no reconoce la tarjeta bci lider he colocado los datos 2 veces y los bota 😤😤😤no deja indicar el horario o simplemente la pagina queda pegada  mal mal necesito tener las cosas en la tarde de hoy !! 😓😓😓😓,"
Experiencia de compra en línea en Wallmart."
8907,Y las ofertas a mil???cuando??,"
Ofertas de Wallmart."
8912,Las ofertas más chantas del mundo... oferta pisco ( agotado)Oferta bebidas (agotado)Oferta vino (agotado)Ni un brillo!,"

Disconformidad con la falta de existencias en Wallmart."
8913,Mil mentiras a mil 😂😂😂😂,"

Humor."
8915,"Pésimo servicio Líder Matucana.Ayer no entregaron una compra, con la excusa de  que no había llegado personal a trabajar .Inaceptable la excusa.","
Mala experiencia de servicio en Wallmart."
8916,"Hola, me pedido aún no llega Pamela Torres Ahumada19901241-k3018130232","

Retraso de pedido."
8917,"Terrible mala la carne líder, siempre con mal olor y mucha grasa","
Calidad del producto."
8918,"Desde el 19 de julio que espero la devolución de una compra que cancele de pickup. He llamado, chateado con uds y aún no se procesa la cancelación!!!! Estoy desesperada, son más 60 mil pesos que me tienen retenido y no dan respuesta por los canales de atención!","
Atención al cliente."
8920,Y pa cuando todo a 1000 para celebrar ese triunfo,"
Celebración."
8924,Hola buenos días! Como hago con un pedido que nunca recibí y pedí el reembolso y aún no me lo pagan? Ya tienen una semana,"
Reembolso de pedido no recibido."
8928,"Pésima atención de @LIDERcl , mi pedido no llega en día acordado. Necesito mis cosas urgente, reclamo a call center pero no me dan solución. Alguien que me ayude por favor de @LIDERcl","

Mala atención de Lider."
8929,"Ustedes venden carne vencida, VERGÜENZA","
Calidad de los productos de Wallmart."
8935,"Holaaa 👋🏻👋🏻👋🏻 cómo están???Les afectó el cambio de hora de éste fin de semana? A mi se me hizo cortito el domingo pero aún así conseguí terminar éste proyecto que hacía tiempo que tenía en mente.Hace un tiempo, traté de darle un aire nuevo a ésta cajonera, de melamina color wengue, y la pinté con pintura a la tiza color CREAM LOVE de fleur.latam . También forré el frontal de los cajones con individuales de bambú de lider_cl . La pintura a la tiza está tan bien como el primer día, por lo que no he tenido que retocarla,  pero la cajonera siempre me pareció inacabada.Por eso, decidí darle un aire más moderno y sobrio y también más acorde a la deco de mi casa. Lo primero que hice fue sacar los tiradores de los 4 cajones y pintarlos con spray negro mate de rustoleumla .El segundo paso, con unos rodones de pino que compré en mi ferretería local, crear un marco alrededor del cajón. Los adherí simplemente con silicona caliente.Lo siguiente fue darles color con stain al agua color castaño comprado en homecenter_cl marca Kölor glam, y volver a colocar los tiradores ya una vez secos.Por último, decorar! Que es la parte que más me gusta 😊.Me gustaría ponerle unas patitas para hacerla más alta y que el tamaño quede más proporcionado (por cierto, está delante de una puerta que no se utiliza, por eso el cuadro está disimulando la manilla 🤭🤭)Qué te pareció el cambio? Te gustaba más antes o ahora? Te leo!...#diyhome #decodiy #diydecor #moderncottage #decohome #homedecor #homeinspo #refresh","
DIY Decoración para el hogar."
8937,"Publicidad engañosa, oferta mayonesa $ 2.790, al pagar $ 3.190. Lider El aceite mas caro esta en el lider- Lider El aceite mas caro esta en el lider-","
Publicidad engañosa."
8938,"@LIDERcl pésimo servicio compre una tv tardo 10 días la compré en promo no tienen stock, pido servicio técnico para… https://t.co/OTfinkVfVP","
Servicio al cliente de Wallmart."
8943,Envian los productos dañados y encima no tienen stock... ofrecen devoluciones que solo los acomoda a ellos... en fin se cag.an en el cliente,"

Mala experiencia de compra en Wallmart."
8946,@LIDERcl cuál es el horario del domingo 04 septiembre ??,"
Horario de apertura."
8948,"Denuncia @LIDERcl  compramos esta carne hoy y al echarla a la parrilla el olor es asqueroso, tiene un color verdoso y la grasa café.Ojo , es sobrescostilla … no compren carne en @LIDERcl porque la tienen en oferta ya que está en mal estado. #Denuncia  @SERNAC https://t.co/Y4oZ7ahxUp","

Denuncia de compra de carne en mal estado en Lider."
8954,Hola! Pedido on line y no me deja pagar.. problemas con la página????,"
Problemas con la página de Wallmart."
8958,@LIDERcl Como consejo no compren en Líder pésima experiencia. Las promociones nunca hay stock y buscan cambiarlas p… https://t.co/ZSEh4WdQd6,"
Experiencia de compra en Líder."
8959,"@LIDERcl hola tengo un problema con mi pedido, no ha llegado y me comuniqué por medio de WhatsAp ayer y aún no tengo respuesta","

Problemas con el pedido."
8966,Nuevos Ravioli Espinaca y Queso con Hongos @LIDERcl @Walmart 🤢🤮 @SERNAC https://t.co/2MCIXEX3eE,"

Calidad de los productos de Walmart."
8972,Hola Escribo para denunciar la venta de productos vencidos MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE Te dejo mi número 977662781 O denunciaré por redes sociale y noticias,"
Denuncia de productos vencidos."
8972,Hola Escribo para denunciar la venta de productos vencidos MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE Te dejo mi número 977662781 O denunciaré por redes sociale y noticias,"
Denuncia por la venta de productos vencidos."
8974,Gloria Reyes yo compré una torta y tenía hongos verdes en el bizcocho de abajo.. Lamentablemente la mayoria de mis invitados la comió y después uno de ellos se dio cuenta.. Hubimos varios con cólico 🤷🏽‍♀️🤨,"

Calidad de los productos de Wallmart."
8976,HolaQuiero actualizar mis datos Al intentar inscribirme me dice que no se pudo validar mi identidad Eso después de poner rut y número de serie Tengo puntos acumulados por varias comprasYa he canjeado en veces anteriores Pero no me deja inscribirme,"
Actualización de datos y problemas de validación."
8977,"El mismo día que me faltaron productos me venía este pan con hongos , lo compre el día domingo y el día lunes ya venía con hongos  y más encima vencido No puedo creer la ineficiencia y poca regularización de la calidad de los alimentos poniendo en riesgo la vida de sus cliente con productos vencidos y con hongos Me llego el día lunes el pedido, y el día miércoles ya estaba lleno de hongos  !!! Todos los meses compraba en Lider la mercadería del mes , ahora con qué credibilidad compraré si me enviaron un producto vencido MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE MEDIA_MESSAGE","
La ineficiencia y poca regularización de la calidad de los alimentos en Wallmart, poniendo en riesgo la vida de sus clientes con productos vencidos y con hongos."
8981,Líder vende productos con hongos y nadie se hace responsable 🤮,"
Calidad de los productos de Wallmart."
8982,Hoy domingo 14 de agosto compré abastaero en el líder de regimiento de arica COQUIMBO el cual estaba en mal estado carne nacional luego la cambie por una argentina el mismo problema y solo me dieron un corte más caro pero pagando el corte que compre primero creo que la carne está cara y estos no saben cómo venderla y se estan perdiendo las cadenas de frio,"
Calidad del producto y servicio de atención al cliente de Wallmart."
8983,@YaTcha0 @LIDERcl @SERNAC Tb pasa con el embasado se infla el envase l plástico y al abrirlo un olor muy fuerte y no está vencido algo pasa con la cadena de frio,"
Calidad de los productos de Wallmart."
8987,"Holaa buenos días, que horario tienen hoy? Supermercados la serena","
Horario de apertura del supermercado Wallmart La Serena."
8993,"Fui a cargar a Petrobras y no me permitió acumular puntos con mi rut, qué puedo hacer?","
Acumulación de puntos con tarjetas de crédito."
8995,Qué se puede hacer? he escrito sin solución. Van 7 dias habiles que no me devuelven el dinero de un producto que me cobraron y no llegó.Lo compré por la APP que se puede hacer= no me devuelven el dinero de un producto que no llegó hola,"
Reclamo por producto no recibido."
8996,no me devuelven el dinero de un producto que no llego en una compra he escrito al whatsaspp y no hay solucion Compre por la APP...si debo seguir esperando enviaré el caso al SERNAC,"
Reclamo de devolución de dinero."
9002,"Hola Acabo de recibir un pedido donde falta la gran mayoría de las cosas Que tengo q hacer Llevarlas al local más cercano o qué Necesito una solución, antes no pasaban estas cosas","
Reclamo por faltantes en un pedido."
9003,@LIDERcl hasta cuando tenemos que esperar por una devolución de dinero de una compra realizada por internet en agosto...muy mala experiencia con compra por internet,"
Devolución de dinero por una compra realizada por internet."
9011,"Nunca recibí ni canjee un punto, compras como un millón x 100 de devolución jajajaja 😆😆 jajajaja y cuál es el beneficio para los clientes???","
Beneficios para los clientes de Wallmart."
9012,No compren me. Estafaron con una compra que jamas. Llego pésima. Atención y solución,"
Mala experiencia de compra en Wallmart."
9017,Hola buenas noches Compré una bolsa de pan precocido Y tiene un pelo MEDIA_MESSAGE Lo compre hace 3 días Y aún no abro el empaque del pan MEDIA_MESSAGE Sale que vence el 28/09/2022,"
Calidad del producto comprado en Wallmart."
9019,"@LIDERcl comprados hace una semana en local Edo Castillo Velasco, quién responde ahora de este robo todas las cajas infladas a punto de reventar, @SERNAC esto es una estafa y vencen en 2023, ¿están remarcados? https://t.co/mCqI3xvrDD","

Robo de productos comprados en un local de Lider y posible estafa por productos con fecha de vencimiento remarcada."
9020,Buenas tardes Hice una compra Y aún no llega,"

Demora en la entrega de una compra."
9025,Estimado llevo desde julio esperando una devolucion de dinero....cada vez quue escribo me dan una respuesta TIPO y generan un caso...tengo como 6 numeros de casos y cada vez hay q esperar otros 5 o x dias y luego vuelta a llamar /escribir y de nuevo los mismo,"

Demora en la devolución de dinero."
9027,"Ya no voy a Lider, y sé de muchas amigas que opinan lo mismo, está cada día más caro y más desabastecidos, y ni se diga los Express.  Nunca encuentro lo que necesito, la atención es fatal, y es Mentira que los precios bajan, o al menos se mantienen.","
Calidad del servicio y precios de Lider."
9029,"@cirenebastias @SERNAC @LIDERcl @lider Claudia, yo cuando me paran no entrego boleta, los desafío,  y si se ponen prepotentes le entrego boleta y me voy de inmediato, y les digo métanse por la raja, jajajaja no se si corresponda imitar mi comportamiento jajajaja","
El comportamiento del cliente hacia los empleados de Wallmart."
